id,title,artist,genre,region,mood,energy,tempo_bpm,valence,danceability,acousticness
811,The Click Song - Live,Miriam Makeba,afropop,southern africa,relaxed,0.47,77.3,0.624,0.433,0.807
812,ZAHARA - Spotify Singles,Zahara,afro soul,southern africa,chill,0.5,169.4,0.459,0.433,0.831
813,Ya Habibi La,Amr Diab,arabic pop,north africa & middle east,happy,0.688,82.9,0.675,0.646,0.223
814,Lawn Ayounak,Nancy Ajram,arabic pop,north africa & middle east,happy,0.841,134.0,0.656,0.715,0.056
815,حبك وجع (انت لمين),Elissa,arabic pop,north africa & middle east,chill,0.52,72.5,0.202,0.542,0.323
816,الانوثه الطاغيه,Tamer Hosny,arabic pop,north africa & middle east,happy,0.801,113.0,0.649,0.734,0.021
817,Lewjah Tani,Saad Lamjarred,arabic pop,north africa & middle east,happy,0.717,92.5,0.823,0.64,0.171
818,Bnadilak Ya Habibi,Fairuz,arabic classical,north africa & middle east,chill,0.348,80.3,0.438,0.458,0.641
819,Leilet Hob,Umm Kulthum,arabic classical,north africa & middle east,chill,0.423,139.1,0.47,0.377,0.885
820,Bakhta,Khaled,rai,north africa & middle east,relaxed,0.482,200.4,0.771,0.34,0.053
821,ساليني,Wegz,hip hop,north africa & middle east,moody,0.402,90.1,0.225,0.641,0.741
822,ARABI,Mohamed Ramadan,arabic pop,north africa & middle east,intense,0.816,95.0,0.457,0.698,0.046
823,İşim Olmaz,Tarkan,turkish pop,north africa & middle east,happy,0.799,93.0,0.638,0.668,0.251
824,Git...,Sezen Aksu,turkish pop,north africa & middle east,chill,0.557,69.8,0.398,0.321,0.855
825,BYE ME FUI,Bad Bunny,reggaeton,latin america,chill,0.599,179.8,0.588,0.712,0.412
826,Azul,J Balvin,reggaeton,latin america,happy,0.828,94.0,0.653,0.842,0.101
827,Ahora Me Llama,KAROL G,reggaeton,latin america,chill,0.573,135.0,0.109,0.646,0.009
828,Hasta Que Salga el Sol,Ozuna,reggaeton,latin america,intense,0.816,96.0,0.598,0.826,0.02
829,La Temperatura (feat. Eli Palacios),Maluma,reggaeton,latin america,happy,0.82,120.0,0.905,0.763,0.051
830,No (feat. Gustavo Cerati),Shakira,latin pop,latin america,chill,0.302,132.0,0.423,0.72,0.841
831,Santa Claus Llegó a La Ciudad,Luis Miguel,latin pop,latin america,happy,0.852,170.3,0.719,0.512,0.382
832,Una Flor,Juanes,latin rock,latin america,happy,0.868,162.9,0.791,0.577,0.065
833,Lo Que Sangra (La Cúpula) - Remasterizado 2007,Soda Stereo,latin rock,latin america,happy,0.892,101.3,0.917,0.533,0.033
834,Tú Me Acostumbraste (feat. Omara Portuondo & Los Macorinos),Natalia Lafourcade,latin folk,latin america,moody,0.148,172.5,0.236,0.402,0.951
835,LAS MORRAS,Peso Pluma,regional mexican,latin america,happy,0.793,133.0,0.869,0.782,0.4
836,OJITOS ROJOS,Grupo Frontera,regional mexican,latin america,happy,0.782,90.0,0.77,0.721,0.251
837,El Mar de Sus Ojos (feat. ChocQuibTown),Carlos Vives,vallenato,latin america,happy,0.926,102.0,0.737,0.67,0.019
838,Buscando América (Live),Ruben Blades,salsa,latin america,happy,0.833,99.1,0.649,0.449,0.434
839,Dímelo,Marc Anthony,salsa,latin america,happy,0.931,115.1,0.857,0.774,0.358
840,Te Busco,Celia Cruz,salsa,latin america,relaxed,0.262,100.2,0.605,0.736,0.31
841,Avisa Lá (feat. Rebecca),Anitta,brazilian funk,latin america,happy,0.918,155.0,0.789,0.744,0.03
842,Samba E Amor,Caetano Veloso,mpb,latin america,moody,0.058,77.7,0.182,0.474,0.907
843,Esotérico - Regravação Take 01,Gilberto Gil,mpb,latin america,relaxed,0.433,111.0,0.698,0.879,0.182
844,O Telefone Tocou Novamente,Jorge Ben Jor,samba,latin america,happy,0.652,88.2,0.625,0.586,0.655
845,Soul Shakedown Party,Bob Marley,reggae,caribbean,relaxed,0.507,131.5,0.605,0.858,0.22
846,Run for Your Life,Burning Spear,reggae,caribbean,relaxed,0.577,78.7,0.824,0.824,0.068
847,Scheming,Chronixx,reggae,caribbean,happy,0.686,129.6,0.895,0.823,0.365
848,Feeling Good Today,Koffee,reggae,caribbean,moody,0.281,134.9,0.333,0.431,0.841
849,It Was Written,Damian Marley,reggae,caribbean,intense,0.719,81.4,0.546,0.688,0.028
850,No Lie,Sean Paul,dancehall,caribbean,intense,0.883,102.0,0.464,0.742,0.047
851,Ring the Alarm (feat. Tenor Saw),Buju Banton,dancehall,caribbean,intense,0.739,170.9,0.586,0.561,0.072
852,Loodi (feat. Vybz Kartel),Shenseea,dancehall,caribbean,happy,0.83,96.2,0.911,0.602,0.47
853,Vibes Cyah Done,Machel Montano,soca,caribbean,happy,0.728,128.1,0.731,0.934,0.117
854,Pressure,Kes,soca,caribbean,intense,0.878,146.0,0.507,0.664,0.325
855,Dhul Gaye,Arijit Singh,bollywood,south asia,moody,0.439,124.9,0.35,0.426,0.672
856,Suna Suna,Shreya Ghoshal,bollywood,south asia,moody,0.422,79.8,0.155,0.359,0.491
857,Tu Koi Aur Hai,A.R. Rahman,bollywood,south asia,moody,0.496,157.8,0.107,0.158,0.358
858,"Bahon Mein Chale Aao (From ""Anamika"")",Lata Mangeshkar,bollywood,south asia,relaxed,0.212,72.7,0.615,0.482,0.8
859,"Oh Humsafar (From ""Oh Humsafar"")",Neha Kakkar,bollywood,south asia,chill,0.577,75.0,0.485,0.619,0.291
860,Rockaankuthu,Anirudh Ravichander,tamil pop,south asia,happy,0.846,83.0,0.8,0.714,0.057
861,Jagave Neenu Gelathiye,Sid Sriram,tamil pop,south asia,chill,0.521,94.1,0.351,0.356,0.628
862,"Tu Juliet Jatt Di (From ""Jatt & Juliet 3"")",Diljit Dosanjh,punjabi,south asia,happy,0.794,89.9,0.798,0.857,0.279
863,410,Sidhu Moose Wala,punjabi,south asia,intense,0.877,93.8,0.374,0.669,0.103
864,Summer High,AP Dhillon,punjabi,south asia,relaxed,0.541,115.0,0.952,0.86,0.165
865,Tere Liye,Atif Aslam,pakistani pop,south asia,happy,0.906,130.0,0.632,0.624,0.098
866,Mast Ankhon Ki Kasam - Remix,Nusrat Fateh Ali Khan,qawwali,south asia,intense,0.657,101.0,0.442,0.736,0.281
867,Shadows and Loss,Ravi Shankar,hindustani,south asia,moody,0.056,148.0,0.142,0.342,0.858
868,Silver Spoon - Live,BTS,k-pop,east asia,intense,0.906,167.0,0.428,0.52,0.024
869,Lovesick Girls,BLACKPINK,k-pop,east asia,intense,0.732,128.0,0.409,0.658,0.005
870,Unfair (Felix),Stray Kids,k-pop,east asia,intense,0.628,92.0,0.066,0.57,0.067
871,Hype Boy,NewJeans,k-pop,east asia,happy,0.935,100.0,0.783,0.593,0.268
872,Alcohol-Free,TWICE,k-pop,east asia,happy,0.909,97.1,0.702,0.688,0.047
873,Water,SEVENTEEN,k-pop,east asia,intense,0.845,150.0,0.468,0.602,0.119
874,等你下課,Jay Chou,mandopop,east asia,chill,0.411,147.9,0.454,0.586,0.494
875,大阪しぐれ,Teresa Teng,mandopop,east asia,relaxed,0.27,144.1,0.608,0.577,0.712
876,手心的薔薇 (ft. 鄧紫棋),JJ Lin,mandopop,east asia,moody,0.497,174.0,0.168,0.208,0.851
877,1991,Kenshi Yonezu,j-pop,east asia,chill,0.375,186.5,0.495,0.421,0.418
878,勇者,YOASOBI,j-pop,east asia,intense,0.907,104.0,0.506,0.655,0.035
879,masshiro (pure white),Fujii Kaze,j-pop,east asia,happy,0.693,125.1,0.72,0.669,0.267
880,White Flame ー白炎ー,BABYMETAL,j-metal,east asia,intense,0.981,175.0,0.391,0.387,0.0
881,Yellow (feat. Bekon),Rich Brian,hip hop,southeast asia,chill,0.531,75.9,0.063,0.476,0.217
882,The Apartment We Won't Share,NIKI,indie pop,southeast asia,moody,0.166,87.2,0.307,0.397,0.906
883,Langit Abu-Abu,Tulus,indo pop,southeast asia,moody,0.133,100.6,0.366,0.485,0.91
884,Teka Teki,Raisa,indo pop,southeast asia,happy,0.647,120.0,0.638,0.81,0.402
885,Damn I Love You,AGNEZ MO,indo pop,southeast asia,happy,0.727,144.9,0.868,0.836,0.014
886,Pagtingin,Ben&Ben,opm,southeast asia,chill,0.423,95.0,0.531,0.668,0.508
887,Tagu-taguan,Moira Dela Torre,opm,southeast asia,moody,0.281,88.0,0.152,0.632,0.83
888,Ikot-Ikot,Sarah Geronimo,opm,southeast asia,chill,0.589,143.9,0.369,0.682,0.414
889,Long Gone,Phum Viphurit,indie pop,southeast asia,chill,0.45,110.0,0.536,0.73,0.713
890,Love In The Dark,Adele,pop,europe,moody,0.341,109.8,0.152,0.331,0.528
891,Galway Girl,Ed Sheeran,pop,europe,happy,0.813,100.2,0.809,0.599,0.078
892,Yes,Coldplay,rock,europe,intense,0.807,161.6,0.227,0.162,0.009
893,Running,Dua Lipa,pop,europe,intense,0.694,98.0,0.319,0.62,0.018
894,carmen,Stromae,french pop,europe,intense,0.821,150.0,0.551,0.661,0.021
895,Hypé,Aya Nakamura,french pop,europe,chill,0.593,175.9,0.45,0.713,0.019
896,Jezebel (From 'Christmas Songs'1951),Edith Piaf,chanson,europe,chill,0.365,157.3,0.455,0.31,0.811
897,Giorgio by Moroder,Daft Punk,electronic,europe,intense,0.682,113.2,0.41,0.74,0.069
898,I Don't Wanna Wait - Miss Monique Remix,David Guetta,electronic,europe,intense,0.944,125.9,0.45,0.582,0.014
899,No Importa Nada,Rosalia,flamenco pop,europe,relaxed,0.582,107.0,0.618,0.362,0.048
900,Rammstein,Rammstein,metal,europe,intense,0.708,113.9,0.201,0.657,0.002
901,Geigerzähler / Radioaktivität,Kraftwerk,electronic,europe,intense,0.645,126.1,0.21,0.714,0.04
902,The Winner Takes It All,ABBA,pop,europe,intense,0.789,125.6,0.467,0.429,0.226
903,Out Of The Woods (Taylor's Version),Taylor Swift,pop,north america,intense,0.884,92.0,0.184,0.544,0.0
904,The Party & The After Party,The Weeknd,synthpop,north america,chill,0.58,101.7,0.163,0.645,0.22
905,Locked Out of Heaven,Bruno Mars,funk,north america,happy,0.699,144.0,0.866,0.726,0.049
906,hotline (edit),Billie Eilish,pop,north america,moody,0.254,56.8,0.304,0.516,0.816
907,obsessed,Olivia Rodrigo,pop rock,north america,relaxed,0.573,120.0,0.662,0.685,0.016
908,King Kunta,Kendrick Lamar,hip hop,north america,intense,0.657,107.1,0.489,0.884,0.006
909,Slime You Out (feat. SZA),Drake,hip hop,north america,moody,0.408,88.9,0.105,0.483,0.508
910,Drew Barrymore,SZA,r&b,north america,chill,0.523,134.9,0.29,0.577,0.491
911,Godspeed,Frank Ocean,r&b,north america,moody,0.097,109.5,0.076,0.399,0.929
912,Sir Duke,Stevie Wonder,soul,north america,relaxed,0.574,107.2,0.959,0.593,0.161
913,Never Let Me Go,Aretha Franklin,soul,north america,moody,0.136,87.5,0.307,0.337,0.812
914,I Still Miss Someone - Live,Johnny Cash,country,north america,chill,0.363,79.5,0.469,0.418,0.892
915,Before The Next Teardrop Falls,Dolly Parton,country,north america,moody,0.269,98.0,0.327,0.731,0.735
916,Moon Dreams,Miles Davis,jazz,north america,moody,0.051,75.2,0.101,0.302,0.981
917,Chronic Blues - Rudy Van Gelder Remaster,John Coltrane,jazz,north america,chill,0.461,134.4,0.522,0.501,0.789
918,Frances Farmer Will Have Her Revenge On Seattle,Nirvana,rock,north america,intense,0.723,117.1,0.554,0.482,0.0
919,Halo On Fire,Metallica,metal,north america,intense,0.936,126.4,0.21,0.323,0.0
920,Obsolete,Tame Impala,psych rock,oceania,happy,0.829,103.6,0.915,0.76,0.334
921,Alive,Sia,pop,oceania,intense,0.752,98.9,0.392,0.32,0.289
922,Fire Your Guns,AC/DC,rock,oceania,intense,0.96,98.9,0.515,0.551,0.001
923,Slow / Love to Love You Baby (From the Infinite Disco Livestream),Kylie Minogue,pop,oceania,happy,0.785,102.0,0.604,0.665,0.122
924,Never Be Like You,Flume,electronic,oceania,chill,0.59,119.8,0.264,0.448,0.446
925,Ribs,Lorde,art pop,oceania,moody,0.472,127.9,0.042,0.525,0.534
926,Don't Give It Up,SIX60,pop,oceania,chill,0.478,110.0,0.584,0.85,0.017
927,Tua / Bigger (feat. Ibanez Maeva),Stan Walker,r&b,oceania,chill,0.34,78.5,0.535,0.615,0.347
928,Nana (feat. Flavour),Diamond Platnumz,bongo,east africa,happy,0.908,124.9,0.861,0.656,0.122
929,Show Me (feat. Rich Mavoko),Harmonize,bongo,east africa,happy,0.844,102.0,0.942,0.831,0.115
930,Tetema (feat. Diamond Platnumz),Rayvanny,bongo,east africa,happy,0.839,96.1,0.941,0.846,0.345
931,Single Boy,Alikiba,bongo,east africa,happy,0.735,107.0,0.68,0.71,0.298
932,Antenna,Zuchu,bongo,east africa,intense,0.833,112.9,0.552,0.882,0.405
933,Umechelewa,Mbosso,bongo,east africa,happy,0.733,90.6,0.866,0.692,0.704
934,Leo Leo,Nandy,bongo,east africa,happy,0.79,108.9,0.848,0.624,0.241
935,Salioo,Marioo,bongo,east africa,happy,0.752,145.1,0.848,0.767,0.388
936,Unaniweza,Jux,bongo,east africa,relaxed,0.577,90.2,0.674,0.543,0.223
937,Unconditionally Bae,Sauti Sol,afropop,east africa,happy,0.768,92.0,0.895,0.579,0.048
938,Kabla Tudie,Nyashinski,afropop,east africa,chill,0.582,84.5,0.474,0.579,0.587
939,Baby Go,Otile Brown,afropop,east africa,happy,0.808,179.8,0.78,0.5,0.521
940,Bald Men Anthem,Bien,afropop,east africa,chill,0.541,177.7,0.593,0.426,0.067
941,Baridi (feat. Sanaipei Tande),Nviiri The Storyteller,afropop,east africa,intense,0.606,176.0,0.546,0.494,0.294
942,Yes Bana,Khaligraph Jones,hip hop,east africa,chill,0.579,172.4,0.405,0.595,0.151
943,Mmmh (feat. Rayvanny),Willy Paul,afropop,east africa,happy,0.751,169.4,0.784,0.482,0.031
944,Balaumba (Remix) [feat. Bebi Phillip],Eddy Kenzo,afropop,east africa,happy,0.935,126.0,0.805,0.543,0.503
945,Weekend,Sheebah Karungi,afropop,east africa,happy,0.759,112.0,0.882,0.804,0.428
946,Zzina,Bebe Cool,afropop,east africa,happy,0.736,100.0,0.811,0.814,0.173
947,Tsebay Senay,Teddy Afro,ethio pop,east africa,happy,0.888,175.9,0.795,0.534,0.024
948,Kulun,Aster Aweke,ethio pop,east africa,happy,0.618,80.1,0.769,0.646,0.543
949,Phantom Of The Panther,Mulatu Astatke,ethio jazz,east africa,intense,0.765,153.5,0.358,0.451,0.23
950,Kilometre,Burna Boy,afrobeats,west africa,happy,0.666,103.0,0.648,0.852,0.016
951,Plenty Loving,Wizkid,afrobeats,west africa,happy,0.698,110.0,0.957,0.882,0.273
952,The Best (feat. Mayorkun),Davido,afrobeats,west africa,happy,0.858,116.0,0.637,0.793,0.252
953,Bounce,Rema,afrobeats,west africa,happy,0.847,115.0,0.625,0.463,0.031
954,Dull,Asake,afrobeats,west africa,chill,0.324,115.0,0.414,0.645,0.733
955,Running,Ayra Starr,afrobeats,west africa,chill,0.539,102.9,0.562,0.557,0.521
956,Burning,Tems,afrobeats,west africa,chill,0.293,92.0,0.419,0.831,0.378
957,Like I Do,Fireboy DML,afrobeats,west africa,chill,0.515,100.3,0.503,0.561,0.419
958,DON'T LOVE ME,Omah Lay,afrobeats,west africa,intense,0.617,103.0,0.394,0.61,0.341
959,Dangerous Love,Tiwa Savage,afrobeats,west africa,happy,0.742,193.9,0.633,0.598,0.15
960,DORIME (feat. Ty Dolla $ign),CKay,afrobeats,west africa,chill,0.531,95.1,0.439,0.822,0.331
961,Lonely,Joeboy,afrobeats,west africa,intense,0.651,104.8,0.417,0.784,0.398
962,Dancina,Yemi Alade,afropop,west africa,relaxed,0.537,123.1,0.65,0.969,0.017
963,She Loves Me,Mr Eazi,afrobeats,west africa,chill,0.572,82.0,0.359,0.651,0.143
964,Show Off,Flavour,highlife,west africa,relaxed,0.536,172.0,0.853,0.776,0.335
965,Shekini,P-Square,afropop,west africa,happy,0.856,94.5,0.98,0.822,0.025
966,Colonial Mentality,Fela Kuti,afrobeat,west africa,happy,0.755,167.7,0.908,0.666,0.113
967,Goodbye,Sarkodie,hip hop,west africa,intense,0.858,136.0,0.291,0.783,0.359
968,Designer,Shatta Wale,dancehall,west africa,intense,0.727,205.8,0.42,0.567,0.157
969,Run Go,Stonebwoy,dancehall,west africa,happy,0.732,81.7,0.631,0.565,0.214
970,Sin City,Black Sherif,afrobeats,west africa,happy,0.729,100.0,0.684,0.791,0.335
971,LEAVE ME ALONE,Amaarae,alte,west africa,intense,0.635,100.0,0.525,0.752,0.525
972,Ban La (feat. Fally Ipupa),Youssou N'Dour,mbalax,west africa,happy,0.762,112.0,0.721,0.699,0.127
973,Laban,Salif Keita,mande,west africa,relaxed,0.258,89.6,0.729,0.462,0.939
974,Samba Pa Ti,Angelique Kidjo,afropop,west africa,relaxed,0.426,85.1,0.665,0.648,0.585
975,Arhegh Ad Annàgh,Tinariwen,desert blues,west africa,relaxed,0.529,150.1,0.619,0.64,0.834
976,Liputa,Fally Ipupa,rumba,central africa,happy,0.771,125.1,0.817,0.682,0.747
977,Attentat,Koffi Olomide,rumba,central africa,happy,0.962,122.7,0.756,0.65,0.087
978,Kaokokokorobo,Papa Wemba,rumba,central africa,happy,0.687,121.9,0.873,0.59,0.655
979,Achour,Innoss'B,rumba,central africa,happy,0.866,196.0,0.849,0.652,0.081
980,To Survive,FRANCO,rumba,central africa,intense,0.893,75.0,0.5,0.329,0.005
981,Superstar (feat. Mr Brown),Master KG,amapiano,southern africa,relaxed,0.591,122.0,0.672,0.803,0.074
982,Indaba Ka Bani (feat. Kamazu & Mas Musiq),Kabza De Small,amapiano,southern africa,intense,0.733,112.0,0.428,0.8,0.025
983,Vulindlela (feat. Luu Nineleven & 18Teen Rsa),DJ Maphorisa,amapiano,southern africa,intense,0.672,113.0,0.311,0.786,0.178
984,DropTop (feat. LastBornDiroba),Focalistic,amapiano,southern africa,intense,0.681,113.0,0.321,0.838,0.213
985,Jump,Tyla,amapiano,southern africa,happy,0.716,100.1,0.627,0.79,0.03
986,Chale,Sho Madjozi,gqom,southern africa,intense,0.688,113.0,0.338,0.806,0.015
987,Everything,Nasty C,hip hop,southern africa,relaxed,0.417,135.0,0.765,0.788,0.487
988,We Are One - Black Coffee Original Dub,Black Coffee,house,southern africa,intense,0.715,124.0,0.564,0.805,0.001
989,Oh Happy Day,Ladysmith Black Mambazo,isicathamiya,southern africa,chill,0.579,115.1,0.488,0.689,0.198
990,Sindiza Ngecadillacs,Miriam Makeba,afropop,southern africa,relaxed,0.595,120.7,0.848,0.617,0.683
991,Incwad'encane,Zahara,afro soul,southern africa,happy,0.853,106.0,0.948,0.68,0.253
992,Ally El Wadaa,Amr Diab,arabic pop,north africa & middle east,relaxed,0.555,85.3,0.671,0.683,0.073
993,Ghyranin,Nancy Ajram,arabic pop,north africa & middle east,happy,0.834,140.0,0.808,0.635,0.207
994,كرمالك,Elissa,arabic pop,north africa & middle east,happy,0.639,125.1,0.628,0.666,0.038
995,Ya Bent El Eh,Tamer Hosny,arabic pop,north africa & middle east,happy,0.794,107.9,0.969,0.805,0.185
996,Enty,Saad Lamjarred,arabic pop,north africa & middle east,intense,0.621,110.1,0.51,0.75,0.037
997,Ya Tair,Fairuz,arabic classical,north africa & middle east,moody,0.123,143.0,0.144,0.329,0.903
998,El Atlal,Umm Kulthum,arabic classical,north africa & middle east,moody,0.427,109.3,0.339,0.359,0.609
999,Ouelli El Darek,Khaled,rai,north africa & middle east,happy,0.789,173.7,0.963,0.519,0.079
1000,El Ayam,Wegz,hip hop,north africa & middle east,intense,0.794,118.0,0.573,0.765,0.4
1001,Mafia,Mohamed Ramadan,arabic pop,north africa & middle east,happy,0.706,110.0,0.622,0.881,0.244
1002,Kış Güneşi,Tarkan,turkish pop,north africa & middle east,happy,0.706,91.0,0.892,0.652,0.016
1003,Geçer,Sezen Aksu,turkish pop,north africa & middle east,chill,0.543,80.9,0.214,0.398,0.535
1004,MALDITA POBREZA,Bad Bunny,reggaeton,latin america,intense,0.861,133.0,0.588,0.762,0.139
1005,Que Locura,J Balvin,reggaeton,latin america,happy,0.793,113.0,0.805,0.794,0.208
1006,S91,KAROL G,reggaeton,latin america,intense,0.711,128.2,0.381,0.644,0.632
1007,Apretaito,Ozuna,reggaeton,latin america,happy,0.742,88.0,0.718,0.84,0.073
1008,Mojando Asientos (feat. Feid),Maluma,reggaeton,latin america,intense,0.767,95.0,0.49,0.773,0.035
1009,Waka Waka (Esto es Africa) (feat. Freshlyground),Shakira,latin pop,latin america,happy,0.867,190.7,0.753,0.427,0.006
1010,Te necesito,Luis Miguel,latin pop,latin america,happy,0.759,170.0,0.736,0.557,0.654
1011,Nada,Juanes,latin rock,latin america,intense,0.62,89.0,0.575,0.622,0.008
1012,Sobredosis de T.V. - Remasterizado 2007,Soda Stereo,latin rock,latin america,happy,0.797,124.7,0.894,0.764,0.031
1013,Tú Sí Sabes Quererme,Natalia Lafourcade,latin folk,latin america,relaxed,0.537,88.1,0.725,0.769,0.502
1014,GIMME A SECOND,Peso Pluma,regional mexican,latin america,intense,0.725,148.0,0.182,0.732,0.002
1015,QUE VUELVAS,Grupo Frontera,regional mexican,latin america,happy,0.644,162.5,0.779,0.497,0.188
1016,Ella Es Mi Fiesta (feat. Maluma) - Remix,Carlos Vives,vallenato,latin america,intense,0.939,125.0,0.569,0.594,0.054
1017,Cuentas del Alma (Live),Ruben Blades,salsa,latin america,happy,0.831,128.6,0.669,0.48,0.616
1018,Lo Que Te Di,Marc Anthony,salsa,latin america,happy,0.891,97.1,0.652,0.714,0.608
1019,No hay Orisha como Eleggua,Celia Cruz,salsa,latin america,relaxed,0.24,108.4,0.721,0.601,0.907
1020,Zé do caroço,Anitta,brazilian funk,latin america,intense,0.728,124.9,0.268,0.664,0.703
1021,Samba De Verão,Caetano Veloso,mpb,latin america,chill,0.313,119.8,0.445,0.735,0.843
1022,Tenho Sede,Gilberto Gil,mpb,latin america,moody,0.39,165.8,0.336,0.471,0.523
1023,Umbabarauma (2010) - full,Jorge Ben Jor,samba,latin america,happy,0.879,100.0,0.696,0.79,0.475
1024,One cup of Coffee,Bob Marley,reggae,caribbean,happy,0.713,129.5,0.898,0.738,0.341
1025,Old Marcus Garvey,Burning Spear,reggae,caribbean,relaxed,0.472,129.4,0.698,0.83,0.157
1026,"Selassie Souljahz (feat. Sizzla Kalonji, Protoje, Kabaka Pyramid)",Chronixx,reggae,caribbean,relaxed,0.58,175.9,0.868,0.726,0.24
1027,In It 4 This Minute,Koffee,reggae,caribbean,chill,0.371,123.1,0.466,0.667,0.131
1028,Speak Life,Damian Marley,reggae,caribbean,chill,0.504,182.0,0.492,0.602,0.309
1029,She Doesn't Mind,Sean Paul,dancehall,caribbean,intense,0.795,120.0,0.597,0.709,0.001
1030,Who Say,Buju Banton,dancehall,caribbean,relaxed,0.592,85.0,0.766,0.692,0.165
